id,source,status,initial_wrong,verified_success,note
167,mmlu_anatomy,Success,5,1,
168,mmlu_anatomy,Failed (Verification),6,0,All candidates failed
169,mmlu_anatomy,Success,5,2,
170,mmlu_anatomy,Failed (Verification),6,0,All candidates failed
171,mmlu_anatomy,Success,3,1,
172,mmlu_anatomy,Failed (Verification),6,0,All candidates failed
173,mmlu_anatomy,Success,5,1,
174,mmlu_anatomy,Failed (Verification),5,0,All candidates failed
175,mmlu_anatomy,Failed (Verification),6,0,All candidates failed
176,mmlu_anatomy,Skipped (All Correct),0,0,
177,mmlu_anatomy,Success,1,1,
178,mmlu_anatomy,Skipped (All Correct),0,0,
179,mmlu_anatomy,Failed (Verification),6,0,All candidates failed
180,mmlu_anatomy,Success,5,1,
181,mmlu_anatomy,Failed (Verification),5,0,All candidates failed
182,mmlu_anatomy,Success,4,1,
183,mmlu_anatomy,Success,1,1,
184,mmlu_anatomy,Success,1,1,
185,mmlu_anatomy,Failed (Verification),5,0,All candidates failed
186,mmlu_anatomy,Failed (Verification),4,0,All candidates failed
187,mmlu_anatomy,Success,1,1,
188,mmlu_anatomy,Success,4,1,
189,mmlu_anatomy,Failed (Verification),1,0,All candidates failed
190,mmlu_anatomy,Failed (Verification),4,0,All candidates failed
191,mmlu_anatomy,Success,5,1,
192,mmlu_anatomy,Success,6,3,
193,mmlu_anatomy,Success,5,1,
194,mmlu_anatomy,Failed (Verification),5,0,All candidates failed
195,mmlu_anatomy,Success,5,1,
196,mmlu_anatomy,Success,3,2,
197,mmlu_anatomy,Success,4,1,
198,mmlu_anatomy,Success,6,2,
199,mmlu_anatomy,Failed (Verification),6,0,All candidates failed
200,mmlu_astronomy,Skipped (All Correct),0,0,
201,mmlu_astronomy,Failed (Verification),4,0,All candidates failed
202,mmlu_astronomy,Failed (Verification),5,0,All candidates failed
203,mmlu_astronomy,Failed (Verification),4,0,All candidates failed
204,mmlu_astronomy,Success,5,1,
205,mmlu_astronomy,Skipped (All Correct),0,0,
206,mmlu_astronomy,Success,6,2,
207,mmlu_astronomy,Success,2,1,
208,mmlu_astronomy,Skipped (All Correct),0,0,
209,mmlu_astronomy,Success,3,2,
210,mmlu_astronomy,Success,5,1,
211,mmlu_astronomy,Success,2,2,
212,mmlu_astronomy,Skipped (All Correct),0,0,
213,mmlu_astronomy,Success,4,1,
214,mmlu_astronomy,Failed (Verification),3,0,All candidates failed
215,mmlu_astronomy,Failed (Verification),1,0,All candidates failed
216,mmlu_astronomy,Success,5,1,
217,mmlu_astronomy,Success,1,1,
218,mmlu_astronomy,Success,5,1,
219,mmlu_astronomy,Success,6,1,
220,mmlu_astronomy,Success,4,1,
221,mmlu_astronomy,Failed (Verification),3,0,All candidates failed
222,mmlu_astronomy,Failed (Verification),6,0,All candidates failed
223,mmlu_astronomy,Success,6,1,
224,mmlu_astronomy,Success,2,2,
225,mmlu_astronomy,Skipped (All Correct),0,0,
226,mmlu_astronomy,Failed (Verification),6,0,All candidates failed
227,mmlu_astronomy,Skipped (All Correct),0,0,
228,mmlu_astronomy,Failed (Verification),5,0,All candidates failed
229,mmlu_astronomy,Success,4,1,
230,mmlu_astronomy,Failed (Verification),4,0,All candidates failed
231,mmlu_astronomy,Failed (Verification),5,0,All candidates failed
232,mmlu_astronomy,Success,6,1,
233,mmlu_astronomy,Success,5,1,
234,mmlu_astronomy,Failed (Verification),5,0,All candidates failed
235,mmlu_astronomy,Success,3,1,
236,mmlu_astronomy,Success,1,1,
237,mmlu_astronomy,Success,4,2,
238,mmlu_astronomy,Failed (Verification),4,0,All candidates failed
239,mmlu_astronomy,Success,6,1,
240,mmlu_astronomy,Skipped (All Correct),0,0,
241,mmlu_astronomy,Failed (Verification),3,0,All candidates failed
242,mmlu_astronomy,Success,6,1,
243,mmlu_astronomy,Success,4,2,
244,mmlu_astronomy,Success,5,1,
245,mmlu_astronomy,Success,5,2,
246,mmlu_astronomy,Success,1,1,
247,mmlu_astronomy,Success,3,3,
248,mmlu_astronomy,Success,3,1,
249,mmlu_astronomy,Failed (Verification),6,0,All candidates failed
250,mmlu_astronomy,Failed (Verification),3,0,All candidates failed
251,mmlu_astronomy,Success,1,1,
252,mmlu_astronomy,Success,2,1,
253,mmlu_astronomy,Failed (Verification),6,0,All candidates failed
254,mmlu_astronomy,Success,3,1,
255,mmlu_astronomy,Success,4,1,
256,mmlu_astronomy,Skipped (All Correct),0,0,
257,mmlu_astronomy,Success,3,1,
258,mmlu_astronomy,Success,2,2,
259,mmlu_astronomy,Failed (Verification),3,0,All candidates failed
260,mmlu_astronomy,Failed (Verification),6,0,All candidates failed
261,mmlu_astronomy,Success,2,1,
262,mmlu_astronomy,Success,6,1,
263,mmlu_astronomy,Failed (Verification),6,0,All candidates failed
264,mmlu_astronomy,Success,2,1,
265,mmlu_astronomy,Success,4,1,
266,mmlu_astronomy,Skipped (All Correct),0,0,
267,mmlu_astronomy,Success,2,1,
268,mmlu_astronomy,Success,4,1,
269,mmlu_astronomy,Success,4,1,
270,mmlu_astronomy,Success,5,2,
271,mmlu_astronomy,Skipped (All Correct),0,0,
272,mmlu_astronomy,Skipped (All Correct),0,0,
273,mmlu_astronomy,Success,5,3,
274,mmlu_astronomy,Failed (Verification),2,0,All candidates failed
275,mmlu_astronomy,Success,3,1,
276,mmlu_astronomy,Skipped (All Correct),0,0,
277,mmlu_astronomy,Success,3,2,
278,mmlu_astronomy,Success,4,3,
279,mmlu_astronomy,Success,4,1,
280,mmlu_astronomy,Success,4,3,
281,mmlu_astronomy,Success,2,2,
282,mmlu_astronomy,Skipped (All Correct),0,0,
283,mmlu_astronomy,Success,5,3,
284,mmlu_astronomy,Success,1,1,
285,mmlu_astronomy,Skipped (All Correct),0,0,
286,mmlu_astronomy,Skipped (All Correct),0,0,
287,mmlu_astronomy,Failed (Verification),6,0,All candidates failed
288,mmlu_astronomy,Failed (Verification),6,0,All candidates failed
289,mmlu_astronomy,Failed (Verification),2,0,All candidates failed
290,mmlu_astronomy,Success,1,1,
291,mmlu_astronomy,Success,5,1,
292,mmlu_astronomy,Skipped (All Correct),0,0,
293,mmlu_astronomy,Failed (Verification),6,0,All candidates failed
294,mmlu_astronomy,Success,6,1,
295,mmlu_astronomy,Success,5,1,
296,mmlu_astronomy,Skipped (All Correct),0,0,
297,mmlu_astronomy,Skipped (All Correct),0,0,
298,mmlu_astronomy,Success,1,1,
299,mmlu_astronomy,Failed (Verification),5,0,All candidates failed
300,mmlu_business_ethics,Skipped (All Correct),0,0,
301,mmlu_business_ethics,Success,4,1,
302,mmlu_business_ethics,Success,1,1,
303,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
304,mmlu_business_ethics,Failed (Verification),6,0,All candidates failed
305,mmlu_business_ethics,Success,5,2,
306,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
307,mmlu_business_ethics,Success,6,2,
308,mmlu_business_ethics,Failed (Verification),6,0,All candidates failed
309,mmlu_business_ethics,Failed (Verification),6,0,All candidates failed
310,mmlu_business_ethics,Success,1,1,
311,mmlu_business_ethics,Failed (Verification),6,0,All candidates failed
312,mmlu_business_ethics,Failed (Verification),4,0,All candidates failed
313,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
314,mmlu_business_ethics,Failed (Verification),4,0,All candidates failed
315,mmlu_business_ethics,Failed (Verification),6,0,All candidates failed
316,mmlu_business_ethics,Success,2,2,
317,mmlu_business_ethics,Failed (Verification),3,0,All candidates failed
318,mmlu_business_ethics,Success,1,1,
319,mmlu_business_ethics,Success,4,1,
320,mmlu_business_ethics,Success,3,2,
321,mmlu_business_ethics,Success,6,1,
322,mmlu_business_ethics,Skipped (All Correct),0,0,
323,mmlu_business_ethics,Success,5,2,
324,mmlu_business_ethics,Success,1,1,
325,mmlu_business_ethics,Failed (Verification),6,0,All candidates failed
326,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
327,mmlu_business_ethics,Success,5,3,
328,mmlu_business_ethics,Failed (Verification),6,0,All candidates failed
329,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
330,mmlu_business_ethics,Skipped (All Correct),0,0,
331,mmlu_business_ethics,Failed (Verification),4,0,All candidates failed
332,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
333,mmlu_business_ethics,Success,2,1,
334,mmlu_business_ethics,Success,3,2,
335,mmlu_business_ethics,Failed (Verification),4,0,All candidates failed
336,mmlu_business_ethics,Success,6,1,
337,mmlu_business_ethics,Success,5,1,
338,mmlu_business_ethics,Skipped (All Correct),0,0,
339,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
340,mmlu_business_ethics,Success,5,1,
341,mmlu_business_ethics,Success,1,1,
342,mmlu_business_ethics,Success,1,1,
343,mmlu_business_ethics,Failed (Verification),4,0,All candidates failed
344,mmlu_business_ethics,Failed (Verification),6,0,All candidates failed
345,mmlu_business_ethics,Success,4,1,
346,mmlu_business_ethics,Skipped (All Correct),0,0,
347,mmlu_business_ethics,Success,5,1,
348,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
349,mmlu_business_ethics,Failed (Verification),3,0,All candidates failed
350,mmlu_business_ethics,Skipped (All Correct),0,0,
351,mmlu_business_ethics,Success,5,1,
352,mmlu_business_ethics,Success,5,2,
353,mmlu_business_ethics,Failed (Verification),1,0,All candidates failed
354,mmlu_business_ethics,Success,3,1,
355,mmlu_business_ethics,Success,4,1,
356,mmlu_business_ethics,Failed (Verification),4,0,All candidates failed
357,mmlu_business_ethics,Success,5,3,
358,mmlu_business_ethics,Failed (Verification),4,0,All candidates failed
359,mmlu_business_ethics,Failed (Verification),6,0,All candidates failed
360,mmlu_business_ethics,Failed (Verification),4,0,All candidates failed
361,mmlu_business_ethics,Failed (Verification),4,0,All candidates failed
362,mmlu_business_ethics,Success,3,1,
363,mmlu_business_ethics,Skipped (All Correct),0,0,
364,mmlu_business_ethics,Failed (Verification),4,0,All candidates failed
365,mmlu_business_ethics,Success,1,1,
366,mmlu_business_ethics,Success,4,2,
367,mmlu_business_ethics,Success,2,2,
368,mmlu_business_ethics,Success,1,1,
369,mmlu_business_ethics,Failed (Verification),4,0,All candidates failed
370,mmlu_business_ethics,Failed (Verification),6,0,All candidates failed
371,mmlu_business_ethics,Failed (Verification),6,0,All candidates failed
372,mmlu_business_ethics,Success,2,2,
373,mmlu_business_ethics,Success,2,1,
374,mmlu_business_ethics,Success,5,1,
375,mmlu_business_ethics,Success,6,2,
376,mmlu_business_ethics,Skipped (All Correct),0,0,
377,mmlu_business_ethics,Skipped (All Correct),0,0,
378,mmlu_business_ethics,Success,3,2,
379,mmlu_business_ethics,Success,5,2,
380,mmlu_business_ethics,Success,5,3,
381,mmlu_business_ethics,Success,1,1,
382,mmlu_business_ethics,Success,4,1,
383,mmlu_business_ethics,Success,5,1,
384,mmlu_business_ethics,Success,6,1,
385,mmlu_business_ethics,Success,5,1,
386,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
387,mmlu_business_ethics,Success,6,2,
388,mmlu_business_ethics,Failed (Verification),6,0,All candidates failed
389,mmlu_business_ethics,Failed (Verification),6,0,All candidates failed
390,mmlu_business_ethics,Failed (Verification),6,0,All candidates failed
391,mmlu_business_ethics,Failed (Verification),6,0,All candidates failed
392,mmlu_business_ethics,Success,5,1,
393,mmlu_business_ethics,Failed (Verification),6,0,All candidates failed
394,mmlu_business_ethics,Failed (Verification),6,0,All candidates failed
395,mmlu_business_ethics,Failed (Verification),6,0,All candidates failed
396,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
397,mmlu_business_ethics,Success,2,2,
398,mmlu_business_ethics,Skipped (All Correct),0,0,
399,mmlu_business_ethics,Success,2,1,
400,mmlu_clinical_knowledge,Success,2,2,
401,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
402,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
403,mmlu_clinical_knowledge,Success,2,1,
404,mmlu_clinical_knowledge,Success,5,1,
405,mmlu_clinical_knowledge,Success,5,2,
406,mmlu_clinical_knowledge,Failed (Verification),6,0,All candidates failed
407,mmlu_clinical_knowledge,Success,5,3,
408,mmlu_clinical_knowledge,Success,1,1,
409,mmlu_clinical_knowledge,Failed (Verification),6,0,All candidates failed
410,mmlu_clinical_knowledge,Failed (Verification),2,0,All candidates failed
411,mmlu_clinical_knowledge,Failed (Verification),6,0,All candidates failed
412,mmlu_clinical_knowledge,Success,3,1,
413,mmlu_clinical_knowledge,Success,6,1,
414,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
415,mmlu_clinical_knowledge,Failed (Verification),4,0,All candidates failed
416,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
417,mmlu_clinical_knowledge,Success,6,2,
418,mmlu_clinical_knowledge,Success,6,1,
419,mmlu_clinical_knowledge,Failed (Verification),6,0,All candidates failed
420,mmlu_clinical_knowledge,Success,6,1,
421,mmlu_clinical_knowledge,Success,3,1,
422,mmlu_clinical_knowledge,Success,5,5,
423,mmlu_clinical_knowledge,Failed (Verification),4,0,All candidates failed
424,mmlu_clinical_knowledge,Failed (Verification),4,0,All candidates failed
425,mmlu_clinical_knowledge,Failed (Verification),6,0,All candidates failed
426,mmlu_clinical_knowledge,Success,5,1,
427,mmlu_clinical_knowledge,Success,6,2,
428,mmlu_clinical_knowledge,Success,6,1,
429,mmlu_clinical_knowledge,Success,3,3,
430,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
431,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
432,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
433,mmlu_clinical_knowledge,Failed (Verification),6,0,All candidates failed
434,mmlu_clinical_knowledge,Failed (Verification),4,0,All candidates failed
435,mmlu_clinical_knowledge,Failed (Verification),6,0,All candidates failed
436,mmlu_clinical_knowledge,Success,5,1,
437,mmlu_clinical_knowledge,Failed (Verification),1,0,All candidates failed
438,mmlu_clinical_knowledge,Failed (Verification),4,0,All candidates failed
439,mmlu_clinical_knowledge,Success,2,2,
440,mmlu_clinical_knowledge,Success,2,2,
441,mmlu_clinical_knowledge,Success,1,1,
442,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
443,mmlu_clinical_knowledge,Success,4,1,
444,mmlu_clinical_knowledge,Success,3,1,
445,mmlu_clinical_knowledge,Success,5,1,
446,mmlu_clinical_knowledge,Success,4,2,
447,mmlu_clinical_knowledge,Success,1,1,
448,mmlu_clinical_knowledge,Success,6,1,
449,mmlu_clinical_knowledge,Success,5,2,
450,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
451,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
452,mmlu_clinical_knowledge,Success,5,4,
453,mmlu_clinical_knowledge,Failed (Verification),4,0,All candidates failed
454,mmlu_clinical_knowledge,Success,3,2,
455,mmlu_clinical_knowledge,Success,2,2,
456,mmlu_clinical_knowledge,Failed (Verification),6,0,All candidates failed
457,mmlu_clinical_knowledge,Failed (Verification),2,0,All candidates failed
458,mmlu_clinical_knowledge,Success,5,1,
459,mmlu_clinical_knowledge,Success,1,1,
460,mmlu_clinical_knowledge,Success,5,3,
461,mmlu_clinical_knowledge,Success,5,1,
462,mmlu_clinical_knowledge,Failed (Verification),6,0,All candidates failed
463,mmlu_clinical_knowledge,Failed (Verification),4,0,All candidates failed
464,mmlu_clinical_knowledge,Success,1,1,
465,mmlu_clinical_knowledge,Failed (Verification),4,0,All candidates failed
466,mmlu_clinical_knowledge,Failed (Verification),1,0,All candidates failed
467,mmlu_clinical_knowledge,Failed (Verification),3,0,All candidates failed
468,mmlu_clinical_knowledge,Success,5,1,
469,mmlu_clinical_knowledge,Failed (Verification),2,0,All candidates failed
470,mmlu_clinical_knowledge,Success,5,2,
471,mmlu_clinical_knowledge,Success,2,2,
472,mmlu_clinical_knowledge,Failed (Verification),4,0,All candidates failed
473,mmlu_clinical_knowledge,Success,4,2,
474,mmlu_clinical_knowledge,Success,5,2,
475,mmlu_clinical_knowledge,Success,3,1,
476,mmlu_clinical_knowledge,Failed (Verification),4,0,All candidates failed
477,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
478,mmlu_clinical_knowledge,Success,1,1,
479,mmlu_clinical_knowledge,Failed (Verification),6,0,All candidates failed
480,mmlu_clinical_knowledge,Failed (Verification),3,0,All candidates failed
481,mmlu_clinical_knowledge,Success,5,1,
482,mmlu_clinical_knowledge,Failed (Verification),4,0,All candidates failed
483,mmlu_clinical_knowledge,Success,2,1,
484,mmlu_clinical_knowledge,Success,1,1,
485,mmlu_clinical_knowledge,Failed (Verification),3,0,All candidates failed
486,mmlu_clinical_knowledge,Success,1,1,
487,mmlu_clinical_knowledge,Success,5,1,
488,mmlu_clinical_knowledge,Success,4,1,
489,mmlu_clinical_knowledge,Failed (Verification),6,0,All candidates failed
490,mmlu_clinical_knowledge,Success,3,1,
491,mmlu_clinical_knowledge,Success,4,1,
492,mmlu_clinical_knowledge,Success,5,2,
493,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
494,mmlu_clinical_knowledge,Success,5,3,
495,mmlu_clinical_knowledge,Failed (Verification),2,0,All candidates failed
496,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
497,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
498,mmlu_clinical_knowledge,Failed (Verification),6,0,All candidates failed
499,mmlu_clinical_knowledge,Success,2,2,
500,mmlu_college_biology,Success,3,1,
501,mmlu_college_biology,Success,6,2,
502,mmlu_college_biology,Skipped (All Correct),0,0,
503,mmlu_college_biology,Failed (Verification),5,0,All candidates failed
504,mmlu_college_biology,Skipped (All Correct),0,0,
505,mmlu_college_biology,Failed (Verification),1,0,All candidates failed
506,mmlu_college_biology,Failed (Verification),5,0,All candidates failed
507,mmlu_college_biology,Success,1,1,
508,mmlu_college_biology,Failed (Verification),4,0,All candidates failed
509,mmlu_college_biology,Success,4,2,
510,mmlu_college_biology,Success,5,1,
511,mmlu_college_biology,Failed (Verification),6,0,All candidates failed
512,mmlu_college_biology,Failed (Verification),6,0,All candidates failed
513,mmlu_college_biology,Success,4,3,
514,mmlu_college_biology,Success,2,1,
515,mmlu_college_biology,Success,1,1,
516,mmlu_college_biology,Success,5,1,
517,mmlu_college_biology,Success,6,3,
518,mmlu_college_biology,Success,2,1,
519,mmlu_college_biology,Skipped (All Correct),0,0,
520,mmlu_college_biology,Failed (Verification),3,0,All candidates failed
521,mmlu_college_biology,Failed (Verification),5,0,All candidates failed
522,mmlu_college_biology,Success,5,1,
523,mmlu_college_biology,Skipped (All Correct),0,0,
524,mmlu_college_biology,Failed (Verification),5,0,All candidates failed
525,mmlu_college_biology,Failed (Verification),5,0,All candidates failed
526,mmlu_college_biology,Success,6,2,
527,mmlu_college_biology,Success,5,1,
