id,source,status,initial_wrong,verified_success,note
312,mmlu_business_ethics,Success,5,3,
313,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
314,mmlu_business_ethics,Success,4,1,
315,mmlu_business_ethics,Failed (Verification),4,0,All candidates failed
316,mmlu_business_ethics,Failed (Verification),1,0,All candidates failed
317,mmlu_business_ethics,Success,5,1,
318,mmlu_business_ethics,Success,2,1,
319,mmlu_business_ethics,Success,4,1,
320,mmlu_business_ethics,Success,1,1,
321,mmlu_business_ethics,Success,5,1,
322,mmlu_business_ethics,Skipped (All Correct),0,0,
323,mmlu_business_ethics,Failed (Verification),3,0,All candidates failed
324,mmlu_business_ethics,Success,1,1,
325,mmlu_business_ethics,Success,5,1,
326,mmlu_business_ethics,Failed (Verification),4,0,All candidates failed
327,mmlu_business_ethics,Success,4,1,
328,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
329,mmlu_business_ethics,Failed (Verification),4,0,All candidates failed
330,mmlu_business_ethics,Success,1,1,
331,mmlu_business_ethics,Success,3,1,
332,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
333,mmlu_business_ethics,Failed (Verification),2,0,All candidates failed
334,mmlu_business_ethics,Success,3,1,
335,mmlu_business_ethics,Success,3,2,
336,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
337,mmlu_business_ethics,Success,2,1,
338,mmlu_business_ethics,Success,1,1,
339,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
340,mmlu_business_ethics,Failed (Verification),4,0,All candidates failed
341,mmlu_business_ethics,Skipped (All Correct),0,0,
342,mmlu_business_ethics,Skipped (All Correct),0,0,
343,mmlu_business_ethics,Failed (Verification),3,0,All candidates failed
344,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
345,mmlu_business_ethics,Failed (Verification),3,0,All candidates failed
346,mmlu_business_ethics,Success,3,3,
347,mmlu_business_ethics,Success,4,1,
348,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
349,mmlu_business_ethics,Success,5,2,
350,mmlu_business_ethics,Skipped (All Correct),0,0,
351,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
352,mmlu_business_ethics,Success,5,1,
353,mmlu_business_ethics,Skipped (All Correct),0,0,
354,mmlu_business_ethics,Failed (Verification),2,0,All candidates failed
355,mmlu_business_ethics,Success,5,2,
356,mmlu_business_ethics,Skipped (All Correct),0,0,
357,mmlu_business_ethics,Success,4,1,
358,mmlu_business_ethics,Failed (Verification),3,0,All candidates failed
359,mmlu_business_ethics,Failed (Verification),4,0,All candidates failed
360,mmlu_business_ethics,Success,4,1,
361,mmlu_business_ethics,Failed (Verification),4,0,All candidates failed
362,mmlu_business_ethics,Failed (Verification),2,0,All candidates failed
363,mmlu_business_ethics,Skipped (All Correct),0,0,
364,mmlu_business_ethics,Failed (Verification),4,0,All candidates failed
365,mmlu_business_ethics,Success,1,1,
366,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
367,mmlu_business_ethics,Success,1,1,
368,mmlu_business_ethics,Success,1,1,
369,mmlu_business_ethics,Success,4,1,
370,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
371,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
372,mmlu_business_ethics,Skipped (All Correct),0,0,
373,mmlu_business_ethics,Success,3,2,
374,mmlu_business_ethics,Failed (Verification),2,0,All candidates failed
375,mmlu_business_ethics,Success,5,1,
376,mmlu_business_ethics,Success,2,2,
377,mmlu_business_ethics,Skipped (All Correct),0,0,
378,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
379,mmlu_business_ethics,Success,4,2,
380,mmlu_business_ethics,Success,5,1,
381,mmlu_business_ethics,Success,1,1,
382,mmlu_business_ethics,Failed (Verification),4,0,All candidates failed
383,mmlu_business_ethics,Failed (Verification),4,0,All candidates failed
384,mmlu_business_ethics,Success,3,3,
385,mmlu_business_ethics,Success,3,1,
386,mmlu_business_ethics,Failed (Verification),4,0,All candidates failed
387,mmlu_business_ethics,Failed (Verification),3,0,All candidates failed
388,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
389,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
390,mmlu_business_ethics,Failed (Verification),4,0,All candidates failed
391,mmlu_business_ethics,Failed (Verification),4,0,All candidates failed
392,mmlu_business_ethics,Success,3,2,
393,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
394,mmlu_business_ethics,Failed (Verification),5,0,All candidates failed
395,mmlu_business_ethics,Failed (Verification),3,0,All candidates failed
396,mmlu_business_ethics,Success,3,1,
397,mmlu_business_ethics,Success,2,2,
398,mmlu_business_ethics,Success,3,3,
399,mmlu_business_ethics,Failed (Verification),2,0,All candidates failed
400,mmlu_clinical_knowledge,Failed (Verification),1,0,All candidates failed
401,mmlu_clinical_knowledge,Success,5,1,
402,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
403,mmlu_clinical_knowledge,Failed (Verification),3,0,All candidates failed
404,mmlu_clinical_knowledge,Success,5,1,
405,mmlu_clinical_knowledge,Success,5,1,
406,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
407,mmlu_clinical_knowledge,Failed (Verification),4,0,All candidates failed
408,mmlu_clinical_knowledge,Success,2,1,
409,mmlu_clinical_knowledge,Success,5,1,
410,mmlu_clinical_knowledge,Failed (Verification),2,0,All candidates failed
411,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
412,mmlu_clinical_knowledge,Failed (Verification),2,0,All candidates failed
413,mmlu_clinical_knowledge,Failed (Verification),4,0,All candidates failed
414,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
415,mmlu_clinical_knowledge,Success,3,1,
416,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
417,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
418,mmlu_clinical_knowledge,Success,4,2,
419,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
420,mmlu_clinical_knowledge,Failed (Verification),3,0,All candidates failed
421,mmlu_clinical_knowledge,Success,2,1,
422,mmlu_clinical_knowledge,Failed (Verification),1,0,All candidates failed
423,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
424,mmlu_clinical_knowledge,Success,3,1,
425,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
426,mmlu_clinical_knowledge,Failed (Verification),4,0,All candidates failed
427,mmlu_clinical_knowledge,Success,5,1,
428,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
429,mmlu_clinical_knowledge,Success,4,3,
430,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
431,mmlu_clinical_knowledge,Failed (Verification),4,0,All candidates failed
432,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
433,mmlu_clinical_knowledge,Success,5,3,
434,mmlu_clinical_knowledge,Success,5,1,
435,mmlu_clinical_knowledge,Success,5,2,
436,mmlu_clinical_knowledge,Failed (Verification),3,0,All candidates failed
437,mmlu_clinical_knowledge,Failed (Verification),1,0,All candidates failed
438,mmlu_clinical_knowledge,Failed (Verification),4,0,All candidates failed
439,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
440,mmlu_clinical_knowledge,Failed (Verification),1,0,All candidates failed
441,mmlu_clinical_knowledge,Success,4,2,
442,mmlu_clinical_knowledge,Success,2,2,
443,mmlu_clinical_knowledge,Success,4,1,
444,mmlu_clinical_knowledge,Success,2,1,
445,mmlu_clinical_knowledge,Failed (Verification),4,0,All candidates failed
446,mmlu_clinical_knowledge,Failed (Verification),3,0,All candidates failed
447,mmlu_clinical_knowledge,Failed (Verification),2,0,All candidates failed
448,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
449,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
450,mmlu_clinical_knowledge,Failed (Verification),4,0,All candidates failed
451,mmlu_clinical_knowledge,Success,4,2,
452,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
453,mmlu_clinical_knowledge,Success,5,1,
454,mmlu_clinical_knowledge,Success,3,2,
455,mmlu_clinical_knowledge,Success,1,1,
456,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
457,mmlu_clinical_knowledge,Success,4,3,
458,mmlu_clinical_knowledge,Success,3,3,
459,mmlu_clinical_knowledge,Success,2,1,
460,mmlu_clinical_knowledge,Failed (Verification),1,0,All candidates failed
461,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
462,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
463,mmlu_clinical_knowledge,Failed (Verification),3,0,All candidates failed
464,mmlu_clinical_knowledge,Success,3,3,
465,mmlu_clinical_knowledge,Failed (Verification),2,0,All candidates failed
466,mmlu_clinical_knowledge,Failed (Verification),3,0,All candidates failed
467,mmlu_clinical_knowledge,Failed (Verification),4,0,All candidates failed
468,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
469,mmlu_clinical_knowledge,Success,4,2,
470,mmlu_clinical_knowledge,Success,4,3,
471,mmlu_clinical_knowledge,Success,3,1,
472,mmlu_clinical_knowledge,Failed (Verification),1,0,All candidates failed
473,mmlu_clinical_knowledge,Success,3,1,
474,mmlu_clinical_knowledge,Success,5,2,
475,mmlu_clinical_knowledge,Success,3,2,
476,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
477,mmlu_clinical_knowledge,Success,2,1,
478,mmlu_clinical_knowledge,Success,4,2,
479,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
480,mmlu_clinical_knowledge,Success,4,2,
481,mmlu_clinical_knowledge,Success,3,1,
482,mmlu_clinical_knowledge,Success,3,1,
483,mmlu_clinical_knowledge,Success,1,1,
484,mmlu_clinical_knowledge,Success,2,1,
485,mmlu_clinical_knowledge,Success,2,2,
486,mmlu_clinical_knowledge,Success,3,3,
487,mmlu_clinical_knowledge,Success,5,1,
488,mmlu_clinical_knowledge,Success,5,1,
489,mmlu_clinical_knowledge,Success,5,1,
490,mmlu_clinical_knowledge,Failed (Verification),4,0,All candidates failed
491,mmlu_clinical_knowledge,Failed (Verification),5,0,All candidates failed
492,mmlu_clinical_knowledge,Failed (Verification),2,0,All candidates failed
493,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
494,mmlu_clinical_knowledge,Success,5,1,
495,mmlu_clinical_knowledge,Success,3,2,
496,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
497,mmlu_clinical_knowledge,Success,2,1,
498,mmlu_clinical_knowledge,Failed (Verification),4,0,All candidates failed
499,mmlu_clinical_knowledge,Skipped (All Correct),0,0,
500,mmlu_college_biology,Failed (Verification),5,0,All candidates failed
501,mmlu_college_biology,Success,3,3,
502,mmlu_college_biology,Success,4,3,
503,mmlu_college_biology,Failed (Verification),5,0,All candidates failed
504,mmlu_college_biology,Success,2,2,
505,mmlu_college_biology,Success,1,1,
506,mmlu_college_biology,Failed (Verification),5,0,All candidates failed
507,mmlu_college_biology,Success,3,2,
508,mmlu_college_biology,Failed (Verification),5,0,All candidates failed
509,mmlu_college_biology,Success,2,2,
510,mmlu_college_biology,Success,2,1,
511,mmlu_college_biology,Failed (Verification),4,0,All candidates failed
512,mmlu_college_biology,Success,5,2,
513,mmlu_college_biology,Success,3,1,
514,mmlu_college_biology,Success,2,1,
515,mmlu_college_biology,Success,2,2,
516,mmlu_college_biology,Success,2,1,
517,mmlu_college_biology,Failed (Verification),2,0,All candidates failed
518,mmlu_college_biology,Failed (Verification),4,0,All candidates failed
519,mmlu_college_biology,Success,5,3,
520,mmlu_college_biology,Failed (Verification),4,0,All candidates failed
521,mmlu_college_biology,Failed (Verification),5,0,All candidates failed
522,mmlu_college_biology,Failed (Verification),4,0,All candidates failed
523,mmlu_college_biology,Success,3,2,
